,CFC-12,Halon-1211,HCFC-22,HCFC-141b,Methylchloroform,HFC-23,HFC-125,HFC-134a,HFC-152a,Nitrogentrifluoride,PFC-14,PFC-116,Sulfurhexafluoride
2003.79,544.336,,160.485,17.089000000000002,24.77,17.74,3.0260000000000002,27.3027,2.928,,,,5.24025
2003.88,544.404,,161.155,17.2722,24.354,17.54,2.93038,27.9888,3.159,,,,5.25375
2003.96,544.688,,160.746,17.1997,24.066,17.49,2.99425,28.0532,3.1865,,,,5.276
2004.0420000000001,544.682,,160.586,17.179000000000002,23.726999999999997,18.04,2.917,28.162,2.908,,74.061,3.533,5.277
2004.125,544.464,,160.75,17.184,23.424,18.3257,2.926,28.141,2.884,,74.055,3.543,5.295
2004.2079999999999,544.3380000000001,,161.33100000000002,17.305,23.013,18.474,2.955,28.461,2.986,,74.15,3.553,5.319
2004.2920000000001,543.999,,161.691,17.338,22.721,18.4503,3.015,28.868000000000002,3.0439999999999996,,74.219,3.552,5.34
2004.375,543.814,,162.491,17.448,22.358,18.22,3.06,29.455,3.1489999999999996,,74.256,3.553,5.369
2004.4579999999999,543.6,,163.129,17.469,21.988000000000003,17.91,3.089,29.909000000000002,3.083,,74.257,3.5589999999999997,5.388999999999999
2004.5420000000001,543.352,,163.60399999999998,17.49,21.668000000000003,18.335,3.136,30.209,3.051,,74.367,3.573,5.41
2004.625,543.63,,164.476,17.551,21.151999999999997,18.69,3.2230000000000003,30.825,3.082,,74.414,3.5839999999999996,5.433
2004.7079999999999,543.418,,164.771,17.532,20.844,18.17,3.2680000000000002,31.278000000000002,3.069,,74.40100000000001,3.588,5.435
2004.7920000000001,543.525,,165.735,17.642,20.551,,3.342,31.815,3.1919999999999997,,74.475,3.608,5.442
2004.875,543.691,,165.862,17.573,20.239,,3.375,32.114000000000004,3.2489999999999997,,74.51,3.609,5.4639999999999995
2004.9579999999999,543.682,,166.088,17.567999999999998,20.019000000000002,,3.412,32.422,3.306,,74.555,3.6210000000000004,5.489
2005.0420000000001,543.702,,165.765,17.499000000000002,19.768,,3.4410000000000003,32.494,3.2960000000000003,,74.657,3.6180000000000003,5.4910000000000005
2005.125,543.388,,165.84900000000002,17.508,19.514,,3.492,32.623000000000005,3.3080000000000003,,74.714,3.633,5.507000000000001
2005.2079999999999,543.434,,166.28799999999998,17.52,19.212,,3.557,32.97,3.4330000000000003,,74.76,3.642,5.524
2005.2920000000001,543.148,,167.014,17.623,18.937,,3.623,33.479,3.5269999999999997,,74.852,3.657,5.542999999999999
2005.375,542.91,,167.896,17.675,18.73,,3.758,33.825,3.585,,74.961,3.67,5.584
2005.4579999999999,542.867,,168.50900000000001,17.674,18.364,,3.759,34.271,3.614,,75.00399999999999,3.665,5.608
2005.5420000000001,542.746,,169.31799999999998,17.695,18.099,,3.767,34.787,3.633,,74.998,3.668,5.63
2005.625,542.684,,169.87599999999998,17.729,17.785999999999998,,3.807,35.217,3.61,,75.059,3.674,5.642
2005.7079999999999,542.737,,170.646,17.788,17.5,,3.8480000000000003,35.66,3.6660000000000004,,75.107,3.68,5.662999999999999
2005.7920000000001,542.761,,170.822,17.79,17.214000000000002,,3.904,35.944,3.6889999999999996,,75.139,3.676,5.682
2005.875,542.868,,171.685,17.887999999999998,16.91,,4.007,36.455,3.886,,75.256,3.69,5.707999999999999
2005.9579999999999,542.874,,172.576,17.971,16.687,,4.067,37.004,4.118,,75.314,3.696,5.744
2006.0420000000001,542.76,,172.43,17.914,16.461,,4.083,36.97,4.15,,75.377,3.7030000000000003,5.768
2006.125,542.6759999999999,,172.68900000000002,17.871,16.215,,4.13,37.176,4.166,,75.429,3.7089999999999996,5.774
2006.2079999999999,542.2669999999999,,172.69099999999997,17.802,15.965,,4.145,37.227,4.147,,75.46600000000001,3.714,5.772
2006.2920000000001,541.944,,173.63400000000001,17.907,15.808,,4.22,37.711,4.302,,75.56,3.7319999999999998,5.807
2006.375,541.795,,174.132,17.942,15.589,,4.293,38.016,4.306,,75.579,3.738,5.818
2006.4579999999999,541.465,,175.294,18.022000000000002,15.356,,4.382,38.643,4.391,,75.626,3.736,5.848
2006.5420000000001,541.181,,176.52599999999998,18.131,15.084000000000001,,4.467,39.385,4.474,,75.67,3.745,5.869
2006.625,540.818,,176.38099999999997,18.084,14.852,,4.471,39.635,4.387,,75.669,3.7489999999999997,5.867000000000001
2006.7079999999999,540.788,,177.208,18.17,14.613,,4.556,40.027,4.385,,75.74600000000001,3.761,5.888
2006.7920000000001,540.7869999999999,,178.14,18.264,14.425999999999998,,4.618,40.294000000000004,4.493,,75.82600000000001,3.781,5.912000000000001
2006.875,540.746,,179.359,18.430999999999997,14.206,,4.7139999999999995,40.904,4.724,,75.919,3.783,5.9479999999999995
2006.9579999999999,540.79,,179.9,18.53,14.054,,4.77,41.138000000000005,4.879,,76.03399999999999,3.781,5.983
2007.0420000000001,540.6,,179.31599999999997,18.456,13.812000000000001,,4.797,41.018,4.838,,76.137,3.7910000000000004,5.996
2007.125,540.591,,180.69,18.613,13.624,,4.9,41.513999999999996,5.11,,76.236,3.804,6.045
2007.2079999999999,540.269,,181.005,18.649,13.482999999999999,,4.948,41.761,5.232,,76.304,3.822,6.068
2007.2920000000001,539.969,,181.555,18.672,13.305,,5.016,42.06399999999999,5.26,,76.361,3.835,6.091
2007.375,539.773,,182.615,18.781,13.124,,5.104,42.611000000000004,5.388,,76.415,3.85,6.126
2007.4579999999999,539.217,,183.113,18.792,12.897,,5.151,42.89,5.277,,76.35600000000001,3.8510000000000004,6.136
2007.5420000000001,539.091,,183.68099999999998,18.805,12.625,,5.202999999999999,43.333999999999996,5.193,,76.418,3.8569999999999998,6.149
2007.625,538.9780000000001,,184.438,18.842,12.38,,5.263,43.848,5.132999999999999,,76.444,3.867,6.165
2007.7079999999999,538.8330000000001,,185.75400000000002,18.907,12.158,,5.36,44.583999999999996,5.22,,76.482,3.867,6.194
2007.7920000000001,539.01,,186.02200000000002,18.934,11.964,21.214000000000002,5.4,44.815,5.218999999999999,,76.53,3.8710000000000004,6.2139999999999995
2007.875,539.05,,187.173,19.111,11.78,21.291,5.525,45.419,5.43,,76.653,3.884,6.245
2007.9579999999999,538.8290000000001,,187.74200000000002,19.171,11.668,21.36,5.57,45.638999999999996,5.609,,76.689,3.887,6.268
2008.0420000000001,538.736,,189.28900000000002,19.296,11.536,21.506999999999998,5.695,46.2,5.825,,76.792,3.898,6.307
2008.125,538.477,,189.41299999999998,19.285999999999998,11.380999999999998,21.561,5.7589999999999995,46.411,5.905,,76.846,3.906,6.318
2008.2079999999999,538.087,,189.495,19.269000000000002,11.225,21.644000000000002,5.824,46.643,5.978,,76.899,3.907,6.337999999999999
2008.2920000000001,537.76,,190.192,19.340999999999998,11.047,21.739,5.905,47.011,6.042000000000001,,76.965,3.9160000000000004,6.369
2008.375,537.599,,190.679,19.392,10.952,21.8,5.954,47.297,5.928,,77.028,3.929,6.396
2008.4579999999999,537.4169999999999,,191.033,19.417,10.774000000000001,21.859,6.017,47.547,5.845,,77.044,3.932,6.419
2008.5420000000001,537.107,,192.1,19.46,10.623,21.955,6.102,48.284,5.811,,77.12100000000001,3.9389999999999996,6.437
2008.625,536.8430000000001,,193.043,19.458,10.415999999999999,22.011,6.186,48.786,5.678999999999999,,77.176,3.946,6.452999999999999
2008.7079999999999,536.773,,194.405,19.605,10.264000000000001,22.078000000000003,6.315,49.443999999999996,5.83,,77.257,3.9619999999999997,6.483
2008.7920000000001,536.927,,194.104,19.508,10.07,22.061999999999998,6.3260000000000005,49.281000000000006,5.58,,77.259,3.965,6.4879999999999995
2008.875,536.915,,196.12,19.747,9.95,22.221999999999998,6.519,50.255,6.0360000000000005,,77.362,3.9819999999999998,6.5489999999999995
2008.9579999999999,536.8330000000001,,196.827,19.768,9.791,22.318,6.604,50.683,6.236000000000001,,77.456,3.991,6.586
2009.0420000000001,536.646,,196.53799999999998,19.678,9.664,22.34,6.685,50.763999999999996,6.18,,77.441,3.99,6.596
2009.125,536.303,,196.425,19.677,9.52,22.375999999999998,6.716,50.821000000000005,6.1339999999999995,,77.483,3.9939999999999998,6.607
2009.2079999999999,535.846,,196.97299999999998,19.738,9.386000000000001,22.464000000000002,6.792000000000001,51.18899999999999,6.265,,77.54899999999999,3.992,6.63
2009.2920000000001,535.496,,197.372,19.76,9.234,22.486,6.864,51.453,6.22,,77.585,3.995,6.654
2009.375,535.249,,197.889,19.804000000000002,9.08,22.516,6.961,51.871,6.138999999999999,,77.63600000000001,4.004,6.681
2009.4579999999999,534.932,,198.313,19.792,8.96,22.549,6.994,52.217,6.021,,77.653,4.007,6.689
2009.5420000000001,534.7230000000001,,199.365,19.852,8.822000000000001,22.596999999999998,7.0889999999999995,52.806000000000004,5.917999999999999,,77.706,4.016,6.71
2009.625,534.484,,200.62900000000002,19.892,8.681000000000001,22.628,7.218,53.576,5.921,,77.77199999999999,4.018,6.723
2009.7079999999999,534.444,,201.003,19.924,8.542,22.65,7.296,53.977,5.813,,77.806,4.022,6.737
2009.7920000000001,534.347,,201.551,20.072,8.439,22.738000000000003,7.364,54.24,5.8660000000000005,,77.81,4.025,6.756
2009.875,534.264,,202.28599999999997,20.073,8.341000000000001,22.796,7.44,54.479,5.797000000000001,,77.888,4.0280000000000005,6.791
2009.9579999999999,534.259,,202.608,20.125,8.24,22.84,7.527,54.81399999999999,6.071000000000001,,77.923,4.033,6.817
2010.0420000000001,534.119,,202.41299999999998,20.122,8.085,22.837,7.581,54.891000000000005,6.037000000000001,,77.969,4.033,6.845
2010.125,533.7230000000001,,202.753,20.13,7.936,22.906999999999996,7.746,55.458999999999996,6.0089999999999995,,78.087,4.055,6.898
2010.2079999999999,533.5369999999999,,202.95,20.125,7.805,22.943,7.83,55.667,6.025,,78.126,4.061,6.906000000000001
2010.2920000000001,533.439,,205.08700000000002,20.354,7.732,23.086,8.011000000000001,56.693000000000005,6.346,,78.23100000000001,4.073,6.9479999999999995
2010.375,533.249,,205.792,20.437,7.627999999999999,23.180999999999997,8.087,57.082,6.327000000000001,,78.29,4.084,6.965
2010.4579999999999,532.899,,206.19,20.5,7.5089999999999995,23.264,8.17,57.412,6.2589999999999995,,78.335,4.09,6.979
2010.5420000000001,532.58,,207.00099999999998,20.538,7.379,23.326,8.283,58.042,6.25,,78.347,4.098,6.994
2010.625,532.1080000000001,,207.452,20.515,7.244,23.308000000000003,8.363999999999999,58.49100000000001,6.079,,78.314,4.102,6.997999999999999
2010.7079999999999,531.977,,208.764,20.635,7.141,23.342,8.554,59.236000000000004,6.156000000000001,,78.367,4.109,7.02
2010.7920000000001,532.039,,209.993,20.77,7.082000000000001,23.41,8.675,59.823,6.263999999999999,,78.47,4.12,7.067
2010.875,531.937,,210.304,20.836,7.0329999999999995,23.46,8.786,60.099,6.358,,78.499,4.122,7.082999999999999
2010.9579999999999,531.752,,211.49599999999998,21.035999999999998,6.943,23.605,8.951,60.663000000000004,6.736000000000001,,78.602,4.13,7.124
2011.0420000000001,531.543,,211.391,21.063000000000002,6.832999999999999,23.703000000000003,9.035,60.72,6.646,,78.665,4.136,7.144
2011.125,531.25,,211.326,21.041,6.711,23.775,9.171,61.016999999999996,6.752000000000001,,78.72,4.147,7.162000000000001
2011.2079999999999,530.903,,211.433,21.074,6.657,23.834,9.203,61.044,6.712999999999999,,78.778,4.145,7.183
2011.2920000000001,530.692,,211.572,21.114,6.585,23.929000000000002,9.3,61.312,6.667999999999999,,78.861,4.155,7.211
2011.375,530.563,,212.08900000000003,21.166999999999998,6.507999999999999,23.976999999999997,9.427999999999999,61.74100000000001,6.655,,78.936,4.162,7.247000000000001
2011.4579999999999,530.178,,212.463,21.224,6.406000000000001,24.031999999999996,9.54,62.162,6.553,,78.944,4.169,7.2620000000000005
2011.5420000000001,529.87,,213.477,21.406999999999996,6.296,24.099,9.684,62.821000000000005,6.521,,79.007,4.176,7.292000000000001
2011.625,529.773,,214.084,21.451,6.166,24.151999999999997,9.811,63.42100000000001,6.382000000000001,,79.056,4.181,7.308
2011.7079999999999,529.6659999999999,,215.331,21.666,6.053,24.225,10.009,64.153,6.5120000000000005,,79.14,4.191,7.336
2011.7920000000001,529.557,,215.69,21.798000000000002,5.952000000000001,24.295,10.13,64.453,6.497999999999999,,79.208,4.194,7.36
2011.875,529.472,,216.178,21.898000000000003,5.858,24.355999999999998,10.261,64.868,6.702999999999999,,79.257,4.2,7.388999999999999
2011.9579999999999,529.2869999999999,,216.77200000000002,22.052,5.757999999999999,24.451,10.376,65.249,6.903,,79.311,4.207,7.422000000000001
2012.0420000000001,529.241,,216.933,22.06,5.725,24.526,10.514000000000001,65.377,6.886,,79.445,4.205,7.452000000000001
2012.125,529.073,,217.52900000000002,22.144000000000002,5.652,24.622,10.685,65.842,7.024,,79.498,4.213,7.494
2012.2079999999999,528.69,,217.44799999999998,22.111,5.591,24.705,10.812000000000001,66.146,7.055,,79.547,4.227,7.504
2012.2920000000001,528.461,,217.53900000000002,22.156999999999996,5.479,24.756999999999998,10.878,66.45100000000001,7.029,,79.60300000000001,4.235,7.52
2012.375,527.882,,217.78599999999997,22.27,5.398,24.808000000000003,10.925999999999998,66.661,6.928999999999999,,79.661,4.245,7.541
2012.4579999999999,527.726,,218.28599999999997,22.36,5.2620000000000005,24.904,11.042,67.048,6.763999999999999,,79.715,4.252,7.563
2012.5420000000001,527.2919999999999,,219.041,22.461,5.145,24.98,11.187000000000001,67.76,6.678,,79.763,4.248,7.585
2012.625,526.934,,219.99599999999998,22.569000000000003,5.034,25.033,11.424000000000001,68.645,6.666,,79.81,4.256,7.6129999999999995
2012.7079999999999,526.7919999999999,,220.43099999999998,22.624000000000002,4.971,25.084,11.537,69.007,6.705,,79.868,4.261,7.622999999999999
2012.7920000000001,526.839,,220.9,22.735,4.899,25.183000000000003,11.658,69.217,6.59,,79.936,4.263999999999999,7.659
2012.875,526.793,,222.27,22.971999999999998,4.83,25.346,11.88,69.964,6.861000000000001,,80.018,4.27,7.705
2012.9579999999999,526.681,,222.731,23.098000000000003,4.756,25.474,12.029000000000002,70.34100000000001,6.945,,80.107,4.284,7.744
1992.0833329999998,,2.757786968,,,,,,,,,,,
1992.25,,2.8367967039999997,,,,,,,,,,,
1992.4166670000002,,2.878488325,,,,,,,,,,,
1992.5833329999998,,2.880819102,,,,,,,,,,,
1992.75,,2.94436426,,,,,,,,,,,
1992.9166670000002,,3.0305784439999996,,,,,,,,,,,
1993.0833329999998,,2.9930931569999997,,,,,,,,,,,
1993.25,,3.0240226239999997,,,,,,,,,,,
1993.4166670000002,,3.043429237,,,,,,,,,,,
1993.5833329999998,,3.038571184,,,,,,,,,,,
1993.75,,3.0861855769999997,,,,,,,,,,,
1993.9166670000002,,3.169191553,,,,,,,,,,,
1994.0833329999998,,3.186682822,,,,,,,,,,,
1994.25,,3.251061903,,,,,,,,,,,
1994.4166670000002,,3.31209531,,,,,,,,,,,
1994.5833329999998,,3.292981422,,,,,,,,,,,
1994.75,,3.347509923,,,,,,,,,,,
1994.9166670000002,,3.378544555,,,,,,,,,,,
1995.0833329999998,,3.375736732,,,,,,,,,,,
1995.25,,3.4064067839999996,,,,,,,,,,,
1995.4166670000002,,3.433863077,,,,,,,,,,,
1995.5833329999998,,3.442643004,,,,,,,,,,,
1995.75,,3.5054019260000002,,,,,,,,,,,
1995.9166670000002,,3.52904631,,,,,,,,,,,
1996.0833329999998,,3.554549761,,,,,,,,,,,
1996.25,,3.5807806369999997,,,,,,,,,,,
1996.4166670000002,,3.585540205,,,,,,,,,,,
1996.5833329999998,,3.606735555,,,,,,,,,,,
1996.75,,3.6546297080000003,,,,,,,,,,,
1996.9166670000002,,3.698546315,,,,,,,,,,,
1997.0833329999998,,3.72225101,,,,,,,,,,,
1997.25,,3.7219341,,,,,,,,,,,
1997.4166670000002,,3.7819663919999997,,,,,,,,,,,
1997.5833329999998,,3.7846450419999997,,,,,,,,,,,
1997.75,,3.807163397,,,,,,,,,,,
1997.9166670000002,,3.8259762489999996,,,,,,,,,,,
1998.0833329999998,,3.844640739,,,,,,,,,,,
1998.25,,3.8582565030000002,,,,,,,,,,,
1998.4166670000002,,3.8749333360000002,,,,,,,,,,,
1998.5833329999998,,3.883141057,,,,,,,,,,,
1998.75,,3.9212871710000003,,,,,,,,,,,
1998.9166670000002,,3.9507558439999997,,,,,,,,,,,
1999.0833329999998,,3.974576955,,,,,,,,,,,
1999.25,,3.98832302,,,,,,,,,,,
1999.4166670000002,,4.012725217,,,,,,,,,,,
1999.5833329999998,,3.993069119,,,,,,,,,,,
1999.75,,4.035975942,,,,,,,,,,,
1999.9166670000002,,4.060018491,,,,,,,,,,,
2000.0833329999998,,4.086226518999999,,,,,,,,,,,
2000.25,,4.110344862,,,,,,,,,,,
2000.4166670000002,,4.098429242,,,,,,,,,,,
2000.5833329999998,,4.104893662,,,,,,,,,,,
2000.75,,4.123410546000001,,,,,,,,,,,
2000.9166670000002,,4.148522303,,,,,,,,,,,
2001.0833329999998,,4.157012609,,,,,,,,,,,
2001.25,,4.179122683,,,,,,,,,,,
2001.4166670000002,,4.166256801,,,,,,,,,,,
2001.5833329999998,,4.171506101,,,,,,,,,,,
2001.75,,4.192722701,,,,,,,,,,,
2001.9166670000002,,4.211593705,,,,,,,,,,,
2002.0833329999998,,4.222310114,,,,,,,,,,,
2002.25,,4.228197757,,,,,,,,,,,
2002.4166670000002,,4.227557443,,,,,,,,,,,
2002.5833329999998,,4.225186366,,,,,,,,,,,
2002.75,,4.246366716,,,,,,,,,,,
2002.9166670000002,,4.26517384,,,,,,,,,,,
2003.0833329999998,,4.267262378,,,,,,,,,,,
2003.25,,4.267995611,,,,,,,,,,,
2003.4166670000002,,4.274001751,,,,,,,,,,,
2003.5833329999998,,4.266660712,,,,,,,,,,,
2003.75,,4.290163338,,,,,,,,,,,
2003.9166670000002,,4.283453582,,,,,,,,,,,
2004.0833329999998,,4.288152129,,,,,,,,,,,
2004.25,,4.290694495,,,,,,,,,,,
2004.4166670000002,,4.300683798000001,,,,,,,,,,,
2004.5833329999998,,4.290188115,,,,,,,,,,,
2004.75,,4.308505198,,,,,,,,,,,
2004.9166670000002,,4.31327898,,,,,,,,,,,
2005.0833329999998,,4.299579324,,,,,,,,,,,
2005.25,,4.317604011,,,,,,,,,,,
2005.4166670000002,,4.303226668,,,,,,,,,,,
2005.5833329999998,,4.304345661,,,,,,,,,,,
2005.75,,4.308818873,,,,,,,,,,,
2005.9166670000002,,4.314717803,,,,,,,,,,,
2006.0833329999998,,4.313302964,,,,,,,,,,,
2006.25,,4.30481049,,,,,,,,,,,
2006.4166670000002,,4.302138589,,,,,,,,,,,
2006.5833329999998,,4.289020141,,,,,,,,,,,
2006.75,,4.289346607,,,,,,,,,,,
2006.9166670000002,,4.289198241,,,,,,,,,,,
2007.0833329999998,,4.290175033,,,,,,,,,,,
2007.25,,4.283054006,,,,,,,,,,,
2007.4166670000002,,4.267668843,,,,,,,,,,,
2007.5833329999998,,4.24813504,,,,,,,,,,,
2007.75,,4.240083505,,,,,,,,,,,
2007.9166670000002,,4.251127006,,,,,,,,,,,
2008.0833329999998,,4.23225983,,,,,,,,,,,
2008.25,,4.212926605,,,,,,,,,,,
2008.4166670000002,,4.205070737,,,,,,,,,,,
2008.5833329999998,,4.180337797,,,,,,,,,,,
2008.75,,4.185001294,,,,,,,,,,,
2008.9166670000002,,4.163645719,,,,,,,,,,,
2009.0833329999998,,4.156160218,,,,,,,,,,,
2009.25,,4.139542006,,,,,,,,,,,
2009.4166670000002,,4.138594208,,,,,,,,,,,
2009.5833329999998,,4.13061415,,,,,,,,,,,
2009.75,,4.123853832,,,,,,,,,,,
2009.9166670000002,,4.119146833,,,,,,,,,,,
2010.0833329999998,,4.108322472,,,,,,,,,,,
2010.25,,4.0907732139999995,,,,,,,,,,,
2010.4166670000002,,4.071087012,,,,,,,,,,,
2010.5833329999998,,4.055064382,,,,,,,,,,,
2010.75,,4.049098508,,,,,,,,,,,
2010.9166670000002,,4.038097745,,,,,,,,,,,
2011.0833329999998,,4.0298217780000005,,,,,,,,,,,
2011.25,,4.005630182,,,,,,,,,,,
2011.4166670000002,,4.005943138999999,,,,,,,,,,,
2011.5833329999998,,3.990142575,,,,,,,,,,,
2011.75,,3.979937319,,,,,,,,,,,
2011.9166670000002,,3.9703015489999998,,,,,,,,,,,
2012.0833329999998,,3.959827855,,,,,,,,,,,
2012.25,,3.9466589999999995,,,,,,,,,,,
2012.4166670000002,,3.91893457,,,,,,,,,,,
2012.5833329999998,,3.89540547,,,,,,,,,,,
2012.75,,3.890518282,,,,,,,,,,,
2012.9166670000002,,3.881133797,,,,,,,,,,,
1995.5,,,,,,,,,,0.083440952,,,
1998.5,,,,,,,,,,0.126391232,,,
2000.5,,,,,,,,,,0.16521933,,,
2001.5,,,,,,,,,,0.18916028199999999,,,
2002.5,,,,,,,,,,0.221621053,,,
2003.5,,,,,,,,,,0.262682254,,,
2004.5,,,,,,,,,,0.311374682,,,
2005.5,,,,,,,,,,0.36905674899999996,,,
2006.5,,,,,,,,,,0.435054706,,,
2007.5,,,,,,,,,,0.507797034,,,
2008.5,,,,,,,,,,0.589679689,,,
2009.5,,,,,,,,,,0.67889185,,,
2010.5,,,,,,,,,,0.76987291,,,
2011.5,,,,,,,,,,0.8681412940000001,,,
2012.5,,,,,,,,,,0.973617815,,,
